image_path,label,label_id,width,height,file_size_kb,corrupt
final_data\metal\71.jpg,metal,1,1200,600,86.13,False
final_data\metal\72.jpg,metal,1,768,480,122.52,False
final_data\metal\73.jpg,metal,1,1024,640,41.37,False
final_data\metal\74.jpg,metal,1,1200,800,139.18,False
final_data\metal\75.jpg,metal,1,4000,3000,321.08,False
final_data\metal\76.jpg,metal,1,1600,1157,384.22,False
final_data\metal\77.jpg,metal,1,1920,1440,498.44,False
final_data\metal\78.jpg,metal,1,1280,720,52.66,False
final_data\metal\79.jpg,metal,1,405,720,51.77,False
final_data\metal\8.jpg,metal,1,865,1390,116.51,False
final_data\metal\80.jpg,metal,1,405,720,55.88,False
final_data\metal\81.jpg,metal,1,2048,1363,438.04,False
final_data\metal\82.jpg,metal,1,1536,1022,277.11,False
final_data\metal\83.jpg,metal,1,405,720,69.93,False
final_data\metal\84.jpg,metal,1,980,490,144.82,False
final_data\metal\85.jpg,metal,1,800,800,75.28,False
final_data\metal\86.jpg,metal,1,500,500,12.75,False
final_data\metal\87.jpg,metal,1,1000,667,71.77,False
final_data\metal\88.jpg,metal,1,800,480,51.9,False
final_data\metal\89.jpg,metal,1,939,688,61.02,False
final_data\metal\9.jpg,metal,1,866,1390,98.5,False
final_data\metal\90.jpg,metal,1,900,900,50.86,False
final_data\metal\91.jpg,metal,1,1283,1390,332.01,False
final_data\metal\92.jpg,metal,1,958,321,70.99,False
final_data\metal\93.jpg,metal,1,1300,960,111.54,False
final_data\metal\94.jpg,metal,1,1300,957,336.71,False
final_data\metal\95.jpg,metal,1,1300,957,336.71,False
final_data\metal\96.jpg,metal,1,530,400,82.98,False
final_data\metal\97.jpg,metal,1,1600,1157,169.46,False
final_data\metal\98.jpg,metal,1,800,533,125.33,False
final_data\metal\99.jpg,metal,1,992,556,56.25,False
final_data\paper\0.jpg,paper,2,1300,956,181.46,False
final_data\paper\1.jpg,paper,2,976,549,141.16,False
final_data\paper\10.jpg,paper,2,1300,956,204.65,False
final_data\paper\100.jpg,paper,2,1200,400,129.17,False
final_data\paper\101.jpg,paper,2,900,600,96.61,False
final_data\paper\102.jpg,paper,2,900,600,88.3,False
final_data\paper\103.jpg,paper,2,550,309,17.11,False
final_data\paper\104.jpg,paper,2,1200,1600,126.74,False
final_data\paper\105.jpg,paper,2,1280,720,108.64,False
final_data\paper\106.jpg,paper,2,836,1257,96.68,False
final_data\paper\107.jpg,paper,2,2688,1750,241.03,False
final_data\paper\108.jpg,paper,2,2993,1705,228.96,False
final_data\paper\109.jpg,paper,2,1600,899,575.73,False
final_data\paper\11.jpg,paper,2,866,1390,177.37,False
final_data\paper\110.jpg,paper,2,3290,1579,320.42,False
final_data\paper\111.jpg,paper,2,550,264,26.8,False
final_data\paper\112.jpg,paper,2,1500,1000,102.08,False
final_data\paper\113.jpg,paper,2,900,600,88.3,False
final_data\paper\114.jpg,paper,2,960,523,93.23,False
final_data\paper\115.jpg,paper,2,2000,1248,364.27,False
final_data\paper\116.jpg,paper,2,1500,1087,129.84,False
final_data\paper\117.jpg,paper,2,595,842,141.36,False
final_data\paper\118.jpg,paper,2,768,389,86.62,False
final_data\paper\119.jpg,paper,2,1980,1028,365.52,False
final_data\paper\12.jpg,paper,2,866,1390,259.51,False
final_data\paper\120.jpg,paper,2,2000,500,281.63,False
final_data\paper\121.jpg,paper,2,1024,576,148.1,False
final_data\paper\122.jpg,paper,2,1200,400,129.17,False
final_data\paper\123.jpg,paper,2,900,600,96.61,False
final_data\paper\124.jpg,paper,2,1346,1340,163.09,False
final_data\paper\125.jpg,paper,2,1024,576,102.8,False
final_data\paper\126.jpg,paper,2,550,309,17.11,False
final_data\paper\127.jpg,paper,2,270,270,18.43,False
final_data\paper\128.jpg,paper,2,1600,900,99.59,False
final_data\paper\129.jpg,paper,2,1280,720,108.64,False
final_data\paper\13.jpg,paper,2,1300,956,170.78,False
final_data\paper\130.jpg,paper,2,836,1257,96.68,False
final_data\paper\131.jpg,paper,2,800,480,49.29,False
final_data\paper\132.jpg,paper,2,976,549,141.16,False
final_data\paper\133.jpg,paper,2,866,1390,177.37,False
final_data\paper\134.jpg,paper,2,2688,1750,241.03,False
final_data\paper\135.jpg,paper,2,2993,1705,228.96,False
final_data\paper\136.jpg,paper,2,3290,1579,320.42,False
final_data\paper\137.jpg,paper,2,550,264,26.8,False
final_data\paper\138.jpg,paper,2,800,450,57.13,False
final_data\paper\139.jpg,paper,2,1460,976,351.68,False
final_data\paper\14.jpg,paper,2,1500,1600,188.18,False
final_data\paper\140.jpg,paper,2,1500,1000,102.08,False
final_data\paper\141.jpg,paper,2,960,523,93.23,False
final_data\paper\142.jpg,paper,2,2000,1248,364.27,False
final_data\paper\143.jpg,paper,2,595,842,141.36,False
final_data\paper\144.jpg,paper,2,768,389,86.62,False
final_data\paper\145.jpg,paper,2,1792,672,239.77,False
final_data\paper\146.jpg,paper,2,1280,853,230.3,False
final_data\paper\147.jpg,paper,2,1200,400,129.17,False
final_data\paper\148.jpg,paper,2,900,600,96.61,False
final_data\paper\149.jpg,paper,2,900,600,88.3,False
final_data\paper\15.jpg,paper,2,1000,563,80.57,False
final_data\paper\150.jpg,paper,2,1346,1340,163.09,False
final_data\paper\151.jpg,paper,2,550,309,17.11,False
final_data\paper\152.jpg,paper,2,1200,1600,126.74,False
final_data\paper\153.jpg,paper,2,700,600,35.69,False
final_data\paper\154.jpg,paper,2,1280,720,108.64,False
final_data\paper\155.jpg,paper,2,836,1257,96.68,False
final_data\paper\156.jpg,paper,2,800,480,49.29,False
final_data\paper\157.jpg,paper,2,2993,1705,228.96,False
final_data\paper\158.jpg,paper,2,588,493,64.11,False
final_data\paper\159.jpg,paper,2,1600,899,575.73,False
final_data\paper\16.jpg,paper,2,1024,682,181.06,False
final_data\paper\160.jpg,paper,2,550,264,26.8,False
final_data\paper\161.jpg,paper,2,800,450,57.13,False
final_data\paper\162.jpg,paper,2,1460,976,351.68,False
final_data\paper\163.jpg,paper,2,1500,1000,102.08,False
final_data\paper\164.jpg,paper,2,960,523,93.23,False
final_data\paper\165.jpg,paper,2,2000,1248,364.27,False
final_data\paper\166.jpg,paper,2,595,842,141.36,False
final_data\paper\167.jpg,paper,2,768,389,86.62,False
final_data\paper\168.jpg,paper,2,1792,672,239.77,False
final_data\paper\169.jpg,paper,2,1280,853,230.3,False
final_data\paper\17.jpg,paper,2,1024,644,49.96,False
final_data\paper\170.jpg,paper,2,1200,400,129.17,False
final_data\paper\171.jpg,paper,2,900,600,96.61,False
final_data\paper\172.jpg,paper,2,900,600,88.3,False
final_data\paper\173.jpg,paper,2,1346,1340,163.09,False
final_data\paper\174.jpg,paper,2,550,309,17.11,False
final_data\paper\175.jpg,paper,2,1200,1600,126.74,False
final_data\paper\176.jpg,paper,2,700,600,35.69,False
final_data\paper\177.jpg,paper,2,1280,720,108.64,False
final_data\paper\178.jpg,paper,2,836,1257,96.68,False
final_data\paper\179.jpg,paper,2,800,480,49.29,False
final_data\paper\18.jpg,paper,2,1600,1690,197.11,False
final_data\paper\180.jpg,paper,2,2993,1705,228.96,False
final_data\paper\181.jpg,paper,2,588,493,64.11,False
final_data\paper\182.jpg,paper,2,1600,899,575.73,False
final_data\paper\183.jpg,paper,2,550,264,26.8,False
final_data\paper\184.jpg,paper,2,1500,1000,102.08,False
final_data\paper\185.jpg,paper,2,900,600,88.3,False
final_data\paper\186.jpg,paper,2,960,523,93.23,False
final_data\paper\187.jpg,paper,2,2000,1248,364.27,False
final_data\paper\188.jpg,paper,2,1500,1087,129.84,False
final_data\paper\189.jpg,paper,2,595,842,141.36,False
final_data\paper\19.jpg,paper,2,2118,1416,674.98,False
final_data\paper\190.jpg,paper,2,768,389,86.62,False
final_data\paper\191.jpg,paper,2,1980,1028,365.52,False
final_data\paper\192.jpg,paper,2,2000,500,281.63,False
final_data\paper\193.jpg,paper,2,1024,576,148.1,False
final_data\paper\194.jpg,paper,2,1200,400,129.17,False
final_data\paper\195.jpg,paper,2,900,600,96.61,False
final_data\paper\196.jpg,paper,2,1346,1340,163.09,False
final_data\paper\197.jpg,paper,2,1024,576,102.8,False
final_data\paper\198.jpg,paper,2,550,309,17.11,False
final_data\paper\199.jpg,paper,2,270,270,18.43,False
final_data\paper\2.jpg,paper,2,863,1390,285.07,False
final_data\paper\20.jpg,paper,2,1024,680,63.18,False
final_data\paper\200.jpg,paper,2,1600,900,99.59,False
final_data\paper\201.jpg,paper,2,1280,720,108.64,False
final_data\paper\202.jpg,paper,2,836,1257,96.68,False
final_data\paper\203.jpg,paper,2,800,480,49.29,False
final_data\paper\204.jpg,paper,2,976,549,141.16,False
final_data\paper\205.jpg,paper,2,866,1390,177.37,False
final_data\paper\206.jpg,paper,2,2688,1750,241.03,False
final_data\paper\207.jpg,paper,2,2993,1705,228.96,False
final_data\paper\208.jpg,paper,2,3290,1579,320.42,False
final_data\paper\209.jpg,paper,2,550,264,26.8,False
final_data\paper\21.jpg,paper,2,1024,680,144.68,False
final_data\paper\210.jpg,paper,2,800,450,74.55,False
final_data\paper\211.jpg,paper,2,800,450,81.49,False
final_data\paper\212.jpg,paper,2,1200,800,92.16,False
final_data\paper\213.jpg,paper,2,1200,800,92.16,False
final_data\paper\214.jpg,paper,2,1050,700,162.01,False
final_data\paper\215.jpg,paper,2,626,417,51.04,False
final_data\paper\216.jpg,paper,2,800,450,59.55,False
final_data\paper\217.jpg,paper,2,800,450,57.13,False
final_data\paper\218.jpg,paper,2,800,450,98.05,False
final_data\paper\219.jpg,paper,2,800,450,53.08,False
final_data\paper\22.jpg,paper,2,300,300,13.27,False
final_data\paper\220.jpg,paper,2,1460,976,351.68,False
final_data\paper\221.jpg,paper,2,1500,1000,102.08,False
final_data\paper\222.jpg,paper,2,960,523,93.23,False
final_data\paper\223.jpg,paper,2,2000,1248,364.27,False
final_data\paper\224.jpg,paper,2,595,842,141.36,False
final_data\paper\225.jpg,paper,2,768,389,86.62,False
final_data\paper\226.jpg,paper,2,1200,400,129.17,False
final_data\paper\227.jpg,paper,2,900,600,96.61,False
final_data\paper\228.jpg,paper,2,900,600,88.3,False
final_data\paper\229.jpg,paper,2,550,309,17.11,False
final_data\paper\23.jpg,paper,2,866,1390,285.71,False
final_data\paper\230.jpg,paper,2,1200,1600,126.74,False
final_data\paper\231.jpg,paper,2,1280,720,108.64,False
final_data\paper\232.jpg,paper,2,836,1257,96.68,False
final_data\paper\233.jpg,paper,2,2688,1750,241.03,False
final_data\paper\234.jpg,paper,2,2993,1705,228.96,False
final_data\paper\235.jpg,paper,2,1600,899,575.73,False
final_data\paper\236.jpg,paper,2,3290,1579,320.42,False
final_data\paper\237.jpg,paper,2,550,264,26.8,False
final_data\paper\238.jpg,paper,2,1200,800,92.16,False
final_data\paper\239.jpg,paper,2,1200,800,92.16,False
final_data\paper\24.jpg,paper,2,1300,957,192.12,False
final_data\paper\240.jpg,paper,2,1050,700,162.01,False
final_data\paper\241.jpg,paper,2,800,450,65.85,False
final_data\paper\242.jpg,paper,2,800,450,83.21,False
final_data\paper\243.jpg,paper,2,800,450,53.01,False
final_data\paper\244.jpg,paper,2,800,450,59.55,False
final_data\paper\245.jpg,paper,2,800,450,57.13,False
final_data\paper\246.jpg,paper,2,800,450,98.05,False
final_data\paper\247.jpg,paper,2,800,450,53.08,False
final_data\paper\248.jpg,paper,2,1460,976,351.68,False
final_data\paper\249.jpg,paper,2,1500,1000,102.08,False
final_data\paper\25.jpg,paper,2,1600,1157,430.42,False
final_data\paper\250.jpg,paper,2,960,523,93.23,False
final_data\paper\251.jpg,paper,2,2000,1248,364.27,False
final_data\paper\252.jpg,paper,2,595,842,141.36,False
final_data\paper\253.jpg,paper,2,768,389,86.62,False
final_data\paper\254.jpg,paper,2,900,600,96.61,False
final_data\paper\255.jpg,paper,2,900,600,88.3,False
final_data\paper\256.jpg,paper,2,550,309,17.11,False
final_data\paper\257.jpg,paper,2,1200,1600,126.74,False
final_data\paper\258.jpg,paper,2,1280,720,108.64,False
final_data\paper\259.jpg,paper,2,836,1257,96.68,False
final_data\paper\26.jpg,paper,2,1500,1087,129.84,False
final_data\paper\260.jpg,paper,2,800,480,49.29,False
final_data\paper\261.jpg,paper,2,2688,1750,241.03,False
final_data\paper\262.jpg,paper,2,2993,1705,228.96,False
final_data\paper\263.jpg,paper,2,1600,899,575.73,False
final_data\paper\264.jpg,paper,2,3290,1579,320.42,False
final_data\paper\265.jpg,paper,2,550,264,26.8,False
final_data\paper\266.jpg,paper,2,1500,1000,102.08,False
final_data\paper\267.jpg,paper,2,900,600,88.3,False
final_data\paper\268.jpg,paper,2,960,523,93.23,False
final_data\paper\269.jpg,paper,2,2000,1248,364.27,False
final_data\paper\27.jpg,paper,2,1024,680,125.92,False
final_data\paper\270.jpg,paper,2,1500,1087,129.84,False
final_data\paper\271.jpg,paper,2,595,842,141.36,False
final_data\paper\272.jpg,paper,2,768,389,86.62,False
final_data\paper\273.jpg,paper,2,1980,1028,365.52,False
final_data\paper\274.jpg,paper,2,2000,500,281.63,False
final_data\paper\275.jpg,paper,2,1024,576,148.1,False
final_data\paper\276.jpg,paper,2,1200,400,129.17,False
final_data\paper\277.jpg,paper,2,900,600,96.61,False
final_data\paper\278.jpg,paper,2,1346,1340,163.09,False
final_data\paper\279.jpg,paper,2,1024,576,102.8,False
final_data\paper\28.jpg,paper,2,1024,680,125.92,False
final_data\paper\280.jpg,paper,2,550,309,17.11,False
final_data\paper\281.jpg,paper,2,270,270,18.43,False
final_data\paper\282.jpg,paper,2,1600,900,99.59,False
final_data\paper\283.jpg,paper,2,1280,720,108.64,False
final_data\paper\284.jpg,paper,2,836,1257,96.68,False
final_data\paper\285.jpg,paper,2,800,480,49.29,False
final_data\paper\286.jpg,paper,2,976,549,141.16,False
final_data\paper\287.jpg,paper,2,866,1390,177.37,False
final_data\paper\288.jpg,paper,2,2688,1750,241.03,False
final_data\paper\289.jpg,paper,2,2993,1705,228.96,False
final_data\paper\29.jpg,paper,2,1500,1600,179.77,False
final_data\paper\290.jpg,paper,2,3290,1579,320.42,False
final_data\paper\291.jpg,paper,2,550,264,26.8,False
final_data\paper\292.jpg,paper,2,800,450,57.13,False
final_data\paper\293.jpg,paper,2,1460,976,351.68,False
final_data\paper\294.jpg,paper,2,1500,1000,102.08,False
final_data\paper\295.jpg,paper,2,960,523,93.23,False
final_data\paper\296.jpg,paper,2,2000,1248,364.27,False
final_data\paper\297.jpg,paper,2,595,842,141.36,False
final_data\paper\298.jpg,paper,2,768,389,86.62,False
final_data\paper\299.jpg,paper,2,1792,672,239.77,False
final_data\paper\3.jpg,paper,2,1000,667,69.02,False
final_data\paper\30.jpg,paper,2,1300,956,329.44,False
final_data\paper\300.jpg,paper,2,1280,853,230.3,False
final_data\paper\301.jpg,paper,2,1200,400,129.17,False
final_data\paper\302.jpg,paper,2,900,600,96.61,False
final_data\paper\303.jpg,paper,2,900,600,88.3,False
final_data\paper\304.jpg,paper,2,1346,1340,163.09,False
final_data\paper\305.jpg,paper,2,550,309,17.11,False
final_data\paper\306.jpg,paper,2,1200,1600,126.74,False
final_data\paper\307.jpg,paper,2,700,600,35.69,False
final_data\paper\308.jpg,paper,2,1280,720,108.64,False
final_data\paper\309.jpg,paper,2,836,1257,96.68,False
final_data\paper\31.jpg,paper,2,1200,800,86.71,False
final_data\paper\310.jpg,paper,2,800,480,49.29,False
final_data\paper\311.jpg,paper,2,2993,1705,228.96,False
final_data\paper\312.jpg,paper,2,588,493,64.11,False
final_data\paper\313.jpg,paper,2,1600,899,575.73,False
final_data\paper\314.jpg,paper,2,550,264,26.8,False
final_data\paper\315.jpg,paper,2,800,450,74.55,False
final_data\paper\316.jpg,paper,2,800,450,81.49,False
final_data\paper\317.jpg,paper,2,1200,800,92.16,False
final_data\paper\318.jpg,paper,2,1200,800,92.16,False
final_data\paper\319.jpg,paper,2,1050,700,162.01,False
final_data\paper\32.jpg,paper,2,1000,563,117.97,False
final_data\paper\320.jpg,paper,2,626,417,44.31,False
final_data\paper\321.jpg,paper,2,800,450,59.55,False
final_data\paper\322.jpg,paper,2,800,450,57.13,False
final_data\paper\323.jpg,paper,2,800,450,98.05,False
final_data\paper\324.jpg,paper,2,800,450,53.08,False
final_data\paper\325.jpg,paper,2,1460,976,351.68,False
final_data\paper\326.jpg,paper,2,1500,1000,102.08,False
final_data\paper\327.jpg,paper,2,960,523,93.23,False
final_data\paper\328.jpg,paper,2,2000,1248,364.27,False
final_data\paper\329.jpg,paper,2,595,842,141.36,False
final_data\paper\33.jpg,paper,2,900,506,32.96,False
final_data\paper\330.jpg,paper,2,768,389,86.62,False
final_data\paper\331.jpg,paper,2,1200,400,129.17,False
final_data\paper\332.jpg,paper,2,900,600,96.61,False
final_data\paper\333.jpg,paper,2,900,600,88.3,False
final_data\paper\334.jpg,paper,2,550,309,17.11,False
final_data\paper\335.jpg,paper,2,1200,1600,126.74,False
final_data\paper\336.jpg,paper,2,1280,720,108.64,False
final_data\paper\337.jpg,paper,2,836,1257,96.68,False
final_data\paper\338.jpg,paper,2,2688,1750,241.03,False
final_data\paper\339.jpg,paper,2,2993,1705,228.96,False
final_data\paper\34.jpg,paper,2,1507,860,103.02,False
final_data\paper\340.jpg,paper,2,1600,899,575.73,False
final_data\paper\341.jpg,paper,2,3290,1579,320.42,False
final_data\paper\342.jpg,paper,2,550,264,26.8,False
final_data\paper\343.jpg,paper,2,800,450,57.13,False
final_data\paper\344.jpg,paper,2,1460,976,351.68,False
final_data\paper\345.jpg,paper,2,1500,1000,102.08,False
final_data\paper\346.jpg,paper,2,960,523,93.23,False
final_data\paper\347.jpg,paper,2,2000,1248,364.27,False
final_data\paper\348.jpg,paper,2,595,842,141.36,False
final_data\paper\349.jpg,paper,2,768,389,86.62,False
final_data\paper\35.jpg,paper,2,1200,1600,93.97,False
final_data\paper\350.jpg,paper,2,1792,672,239.77,False
final_data\paper\351.jpg,paper,2,1280,853,230.3,False
final_data\paper\352.jpg,paper,2,1200,400,129.17,False
final_data\paper\353.jpg,paper,2,900,600,96.61,False
final_data\paper\354.jpg,paper,2,900,600,88.3,False
final_data\paper\355.jpg,paper,2,1346,1340,163.09,False
final_data\paper\356.jpg,paper,2,550,309,17.11,False
final_data\paper\357.jpg,paper,2,1200,1600,126.74,False
final_data\paper\358.jpg,paper,2,700,600,35.69,False
final_data\paper\359.jpg,paper,2,1280,720,108.64,False
final_data\paper\36.jpg,paper,2,800,568,34.64,False
final_data\paper\360.jpg,paper,2,836,1257,96.68,False
final_data\paper\361.jpg,paper,2,800,480,49.29,False
final_data\paper\362.jpg,paper,2,2993,1705,228.96,False
final_data\paper\363.jpg,paper,2,588,493,64.11,False
final_data\paper\364.jpg,paper,2,1600,899,575.73,False
final_data\paper\365.jpg,paper,2,550,264,26.8,False
final_data\paper\366.jpg,paper,2,1200,800,92.16,False
final_data\paper\367.jpg,paper,2,1200,800,92.16,False
final_data\paper\368.jpg,paper,2,1050,700,162.01,False
final_data\paper\369.jpg,paper,2,800,450,65.85,False
final_data\paper\37.jpg,paper,2,626,417,45.62,False
final_data\paper\370.jpg,paper,2,800,450,83.21,False
final_data\paper\371.jpg,paper,2,800,450,53.01,False
final_data\paper\372.jpg,paper,2,800,450,59.55,False
final_data\paper\373.jpg,paper,2,800,450,57.13,False
final_data\paper\374.jpg,paper,2,800,450,98.05,False
final_data\paper\375.jpg,paper,2,800,450,53.08,False
final_data\paper\376.jpg,paper,2,1460,976,351.68,False
final_data\paper\377.jpg,paper,2,1500,1000,102.08,False
final_data\paper\378.jpg,paper,2,960,523,93.23,False
final_data\paper\379.jpg,paper,2,2000,1248,364.27,False
final_data\paper\38.jpg,paper,2,1024,680,90.98,False
final_data\paper\380.jpg,paper,2,595,842,141.36,False
final_data\paper\381.jpg,paper,2,768,389,86.62,False
final_data\paper\382.jpg,paper,2,900,600,96.61,False
final_data\paper\383.jpg,paper,2,900,600,88.3,False
final_data\paper\384.jpg,paper,2,550,309,17.11,False
final_data\paper\385.jpg,paper,2,1200,1600,126.74,False
final_data\paper\386.jpg,paper,2,1280,720,108.64,False
final_data\paper\387.jpg,paper,2,836,1257,96.68,False
final_data\paper\388.jpg,paper,2,800,480,49.29,False
final_data\paper\389.jpg,paper,2,2688,1750,241.03,False
final_data\paper\39.jpg,paper,2,768,994,134.83,False
final_data\paper\390.jpg,paper,2,2993,1705,228.96,False
final_data\paper\391.jpg,paper,2,1600,899,575.73,False
final_data\paper\392.jpg,paper,2,3290,1579,320.42,False
final_data\paper\393.jpg,paper,2,550,264,26.8,False
final_data\paper\394.jpg,paper,2,1500,1000,102.08,False
final_data\paper\395.jpg,paper,2,900,600,88.3,False
final_data\paper\396.jpg,paper,2,960,523,93.23,False
final_data\paper\397.jpg,paper,2,2000,1248,364.27,False
final_data\paper\398.jpg,paper,2,1500,1087,129.84,False
final_data\paper\399.jpg,paper,2,595,842,141.36,False
final_data\paper\4.jpg,paper,2,874,583,143.07,False
final_data\paper\40.jpg,paper,2,1443,796,88.69,False
final_data\paper\400.jpg,paper,2,768,389,86.62,False
final_data\paper\401.jpg,paper,2,1980,1028,365.52,False
final_data\paper\402.jpg,paper,2,2000,500,281.63,False
final_data\paper\403.jpg,paper,2,1024,576,148.1,False
final_data\paper\404.jpg,paper,2,1200,400,129.17,False
final_data\paper\405.jpg,paper,2,900,600,96.61,False
final_data\paper\406.jpg,paper,2,1346,1340,163.09,False
final_data\paper\407.jpg,paper,2,1024,576,102.8,False
final_data\paper\408.jpg,paper,2,550,309,17.11,False
final_data\paper\409.jpg,paper,2,270,270,18.43,False
final_data\paper\41.jpg,paper,2,768,1024,116.15,False
final_data\paper\410.jpg,paper,2,1600,900,99.59,False
final_data\paper\411.jpg,paper,2,1280,720,108.64,False
final_data\paper\412.jpg,paper,2,836,1257,96.68,False
final_data\paper\413.jpg,paper,2,800,480,49.29,False
final_data\paper\414.jpg,paper,2,976,549,141.16,False
final_data\paper\415.jpg,paper,2,866,1390,177.37,False
final_data\paper\416.jpg,paper,2,2688,1750,241.03,False
final_data\paper\417.jpg,paper,2,2993,1705,228.96,False
final_data\paper\418.jpg,paper,2,3290,1579,320.42,False
final_data\paper\419.jpg,paper,2,550,264,26.8,False
final_data\paper\42.jpg,paper,2,1024,757,88.14,False
final_data\paper\420.jpg,paper,2,1200,800,92.16,False
final_data\paper\421.jpg,paper,2,1200,800,92.16,False
final_data\paper\422.jpg,paper,2,1050,700,162.01,False
final_data\paper\423.jpg,paper,2,800,450,65.85,False
final_data\paper\424.jpg,paper,2,800,450,83.21,False
final_data\paper\425.jpg,paper,2,800,450,53.01,False
final_data\paper\426.jpg,paper,2,800,450,59.55,False
final_data\paper\427.jpg,paper,2,800,450,57.13,False
final_data\paper\428.jpg,paper,2,800,450,98.05,False
final_data\paper\429.jpg,paper,2,800,450,53.08,False
final_data\paper\43.jpg,paper,2,980,654,175.02,False
final_data\paper\430.jpg,paper,2,1460,976,351.68,False
final_data\paper\431.jpg,paper,2,1500,1000,102.08,False
final_data\paper\432.jpg,paper,2,960,523,93.23,False
final_data\paper\433.jpg,paper,2,2000,1248,364.27,False
final_data\paper\434.jpg,paper,2,595,842,141.36,False
final_data\paper\435.jpg,paper,2,768,389,86.62,False
final_data\paper\436.jpg,paper,2,900,600,96.61,False
final_data\paper\437.jpg,paper,2,900,600,88.3,False
final_data\paper\438.jpg,paper,2,550,309,17.11,False
final_data\paper\439.jpg,paper,2,1200,1600,126.74,False
final_data\paper\44.jpg,paper,2,1707,2560,443.54,False
final_data\paper\440.jpg,paper,2,1280,720,108.64,False
final_data\paper\441.jpg,paper,2,836,1257,96.68,False
final_data\paper\442.jpg,paper,2,800,480,49.29,False
final_data\paper\443.jpg,paper,2,2688,1750,241.03,False
final_data\paper\444.jpg,paper,2,2993,1705,228.96,False
final_data\paper\445.jpg,paper,2,1600,899,575.73,False
final_data\paper\446.jpg,paper,2,3290,1579,320.42,False
final_data\paper\447.jpg,paper,2,550,264,26.8,False
final_data\paper\448.jpg,paper,2,1200,800,92.16,False
final_data\paper\449.jpg,paper,2,1200,800,92.16,False
final_data\paper\45.jpg,paper,2,2000,1121,282.01,False
final_data\paper\450.jpg,paper,2,1050,700,162.01,False
final_data\paper\451.jpg,paper,2,800,450,65.85,False
final_data\paper\452.jpg,paper,2,800,450,83.21,False
final_data\paper\453.jpg,paper,2,390,280,10.05,False
final_data\paper\454.jpg,paper,2,2448,3264,776.98,False
final_data\paper\455.jpg,paper,2,626,351,31.67,False
final_data\paper\456.jpg,paper,2,1381,1690,415.54,False
final_data\paper\457.jpg,paper,2,600,598,66.08,False
final_data\paper\458.jpg,paper,2,1500,1102,141.68,False
final_data\paper\459.jpg,paper,2,1500,1600,194.83,False
final_data\paper\46.jpg,paper,2,1600,1409,472.25,False
final_data\paper\460.jpg,paper,2,1140,1600,156.16,False
final_data\paper\461.jpg,paper,2,1300,956,231.63,False
final_data\paper\462.jpg,paper,2,880,1390,130.58,False
final_data\paper\463.jpg,paper,2,1300,956,191.59,False
final_data\paper\464.jpg,paper,2,1300,1064,96.05,False
final_data\paper\465.jpg,paper,2,974,1390,97.47,False
final_data\paper\466.jpg,paper,2,626,626,55.01,False
final_data\paper\467.jpg,paper,2,626,626,59.63,False
final_data\paper\468.jpg,paper,2,1300,954,273.62,False
final_data\paper\469.jpg,paper,2,1300,956,107.92,False
final_data\paper\47.jpg,paper,2,1000,560,105.89,False
final_data\paper\470.jpg,paper,2,1920,1440,464.49,False
final_data\paper\471.jpg,paper,2,600,900,131.62,False
final_data\paper\472.jpg,paper,2,866,1390,154.72,False
final_data\paper\473.jpg,paper,2,626,509,25.38,False
final_data\paper\474.jpg,paper,2,360,360,13.69,False
final_data\paper\475.jpg,paper,2,1920,1080,63.67,False
final_data\paper\476.jpg,paper,2,1300,956,98.54,False
final_data\paper\477.jpg,paper,2,1300,1390,135.1,False
final_data\paper\478.jpg,paper,2,1200,798,195.94,False
final_data\paper\479.jpg,paper,2,612,457,17.4,False
final_data\paper\48.jpg,paper,2,1063,1690,258.07,False
final_data\paper\480.jpg,paper,2,1300,953,59.78,False
final_data\paper\481.jpg,paper,2,1300,956,120.9,False
final_data\paper\482.jpg,paper,2,866,1390,194.66,False
final_data\paper\483.jpg,paper,2,1300,954,221.75,False
final_data\paper\484.jpg,paper,2,863,1390,170.16,False
final_data\paper\485.jpg,paper,2,1300,1065,69.35,False
final_data\paper\486.jpg,paper,2,1300,957,107.64,False
final_data\paper\487.jpg,paper,2,1300,1065,69.35,False
final_data\paper\488.jpg,paper,2,1300,957,107.64,False
final_data\paper\489.jpg,paper,2,1300,1101,221.07,False
final_data\paper\49.jpg,paper,2,1200,800,90.79,False
final_data\paper\490.jpg,paper,2,612,459,18.37,False
final_data\paper\491.jpg,paper,2,1300,1390,99.06,False
final_data\paper\492.jpg,paper,2,1300,1390,84.4,False
final_data\paper\493.jpg,paper,2,1300,1390,83.79,False
final_data\paper\494.jpg,paper,2,1300,1390,77.74,False
final_data\paper\495.jpg,paper,2,1029,1390,362.35,False
final_data\paper\496.jpg,paper,2,1600,1206,176.38,False
final_data\paper\497.jpg,paper,2,866,1390,133.42,False
final_data\paper\498.jpg,paper,2,997,1390,149.54,False
final_data\paper\499.jpg,paper,2,988,1390,122.5,False
final_data\paper\5.jpg,paper,2,1500,1101,269.26,False
final_data\paper\50.jpg,paper,2,651,394,32.6,False
final_data\paper\51.jpg,paper,2,800,450,53.08,False
final_data\paper\52.jpg,paper,2,800,450,74.55,False
final_data\paper\53.jpg,paper,2,1200,800,92.16,False
final_data\paper\54.jpg,paper,2,1050,700,162.01,False
final_data\paper\55.jpg,paper,2,800,450,57.13,False
final_data\paper\56.jpg,paper,2,1460,976,351.68,False
