image_path,text_description,label
waste_dataset\paper\000206.jpg,paper waste item found in garbage,paper
waste_dataset\glass\000181.jpg,shattered glass piece in garbage bin,glass
waste_dataset\metal\000294.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000336.jpg,plastic waste recycling object found,plastic
waste_dataset\glass\000013.jpg,glass container discarded as garbage,glass
waste_dataset\paper\000111.jpg,old paper document thrown away,paper
waste_dataset\paper\000339.jpg,a crumpled piece of paper waste,paper
waste_dataset\glass\000065.jpg,recycled glass waste object found,glass
waste_dataset\metal\000420.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000215.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000237.jpg,used cardboard carton for recycling,cardboard
waste_dataset\glass\000123.jpg,empty glass bottle discarded waste,glass
waste_dataset\glass\000092.jpg,a glass bottle found in waste bin,glass
waste_dataset\trash\000189.jpg,general household waste item found,trash
waste_dataset\metal\000394.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000300.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000292.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000241.jpg,plastic bag found in garbage waste,plastic
waste_dataset\trash\000125.jpg,random waste item in trash bin,trash
waste_dataset\cardboard\000059.jpg,cardboard material discarded in bin,cardboard
waste_dataset\glass\000203.jpg,shattered glass piece in garbage bin,glass
waste_dataset\metal\000343.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000345.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\glass\000164.jpg,broken glass item for recycling,glass
waste_dataset\trash\000093.jpg,mixed waste garbage object found,trash
waste_dataset\metal\000101.jpg,empty metal can thrown away,metal
waste_dataset\trash\000243.jpg,general trash item discarded,trash
waste_dataset\metal\000411.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000066.jpg,steel or aluminum waste object,metal
waste_dataset\paper\000008.jpg,recycled paper material waste object,paper
waste_dataset\trash\000283.jpg,general household waste item found,trash
waste_dataset\trash\000316.jpg,general trash item discarded,trash
waste_dataset\paper\000301.jpg,white paper material discarded waste,paper
waste_dataset\paper\000181.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000190.jpg,discarded plastic material waste item,plastic
waste_dataset\plastic\000245.jpg,empty plastic bottle waste object,plastic
waste_dataset\glass\000278.jpg,glass container discarded as garbage,glass
waste_dataset\metal\000184.jpg,metal container for recycling bin,metal
waste_dataset\glass\000317.jpg,glass container discarded as garbage,glass
waste_dataset\trash\000320.jpg,general household waste item found,trash
waste_dataset\paper\000185.jpg,recycled paper material waste object,paper
waste_dataset\glass\000085.jpg,a glass bottle found in waste bin,glass
waste_dataset\cardboard\000082.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\trash\000132.jpg,general trash item discarded,trash
waste_dataset\metal\000076.jpg,used tin can discarded as waste,metal
waste_dataset\trash\000218.jpg,mixed waste garbage object found,trash
waste_dataset\plastic\000150.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000151.jpg,cardboard material discarded in bin,cardboard
waste_dataset\glass\000346.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000330.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\cardboard\000007.jpg,recycled cardboard box material waste,cardboard
waste_dataset\metal\000105.jpg,steel or aluminum waste object,metal
waste_dataset\trash\000002.jpg,mixed garbage non recyclable material,trash
waste_dataset\glass\000306.jpg,shattered glass piece in garbage bin,glass
waste_dataset\metal\000071.jpg,steel or aluminum waste object,metal
waste_dataset\glass\000040.jpg,a glass bottle found in waste bin,glass
waste_dataset\cardboard\000182.jpg,empty cardboard box thrown away,cardboard
waste_dataset\cardboard\000165.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\glass\000023.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000062.jpg,shattered glass piece in garbage bin,glass
waste_dataset\plastic\000044.jpg,used plastic container discarded waste,plastic
waste_dataset\metal\000305.jpg,empty metal can thrown away,metal
waste_dataset\paper\000040.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000029.jpg,plastic waste item for recycling,plastic
waste_dataset\metal\000273.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000298.jpg,general trash item discarded,trash
waste_dataset\trash\000284.jpg,general household waste item found,trash
waste_dataset\paper\000246.jpg,a crumpled piece of paper waste,paper
waste_dataset\plastic\000045.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000240.jpg,a crumpled piece of paper waste,paper
waste_dataset\paper\000275.jpg,white paper material discarded waste,paper
waste_dataset\trash\000178.jpg,random waste item in trash bin,trash
waste_dataset\plastic\000064.jpg,empty plastic bottle waste object,plastic
waste_dataset\plastic\000124.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000328.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\glass\000014.jpg,shattered glass piece in garbage bin,glass
waste_dataset\paper\000352.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000140.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\glass\000404.jpg,glass jar or bottle thrown away,glass
waste_dataset\plastic\000233.jpg,used plastic container discarded waste,plastic
waste_dataset\plastic\000225.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000226.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\cardboard\000087.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\trash\000358.jpg,general trash item discarded,trash
waste_dataset\glass\000349.jpg,empty glass bottle discarded waste,glass
waste_dataset\paper\000361.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000055.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000209.jpg,discarded plastic material waste item,plastic
waste_dataset\paper\000016.jpg,old paper document thrown away,paper
waste_dataset\plastic\000054.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000171.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\metal\000407.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000114.jpg,cardboard material discarded in bin,cardboard
waste_dataset\trash\000259.jpg,general trash item discarded,trash
waste_dataset\metal\000149.jpg,recycled metal can garbage item found,metal
waste_dataset\trash\000166.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000331.jpg,white paper material discarded waste,paper
waste_dataset\metal\000171.jpg,empty metal can thrown away,metal
waste_dataset\metal\000360.jpg,metal container for recycling bin,metal
waste_dataset\glass\000161.jpg,clear glass waste material in trash,glass
waste_dataset\glass\000340.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000018.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000204.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000358.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000286.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\cardboard\000429.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\plastic\000255.jpg,plastic bag found in garbage waste,plastic
waste_dataset\paper\000115.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000241.jpg,glass container discarded as garbage,glass
waste_dataset\cardboard\000032.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000070.jpg,a crumpled piece of paper waste,paper
waste_dataset\glass\000294.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000113.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000096.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000215.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000121.jpg,empty plastic bottle waste object,plastic
waste_dataset\metal\000326.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000327.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000132.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000248.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000163.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000342.jpg,recycled cardboard box material waste,cardboard
waste_dataset\cardboard\000148.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000173.jpg,plastic bag found in garbage waste,plastic
waste_dataset\metal\000269.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000010.jpg,empty metal can thrown away,metal
waste_dataset\metal\000128.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000234.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000156.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000426.jpg,paper waste item found in garbage,paper
waste_dataset\plastic\000370.jpg,plastic waste recycling object found,plastic
waste_dataset\metal\000164.jpg,used tin can discarded as waste,metal
waste_dataset\plastic\000178.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\trash\000009.jpg,general waste material discarded,trash
waste_dataset\plastic\000182.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000126.jpg,non recyclable waste object in bin,trash
waste_dataset\trash\000270.jpg,general household waste item found,trash
waste_dataset\metal\000365.jpg,recycled metal can garbage item found,metal
waste_dataset\trash\000058.jpg,general waste material discarded,trash
waste_dataset\trash\000263.jpg,general household waste item found,trash
waste_dataset\paper\000152.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000238.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000119.jpg,discarded plastic material waste item,plastic
waste_dataset\plastic\000314.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000194.jpg,household garbage thrown away,trash
waste_dataset\metal\000100.jpg,used tin can discarded as waste,metal
waste_dataset\trash\000161.jpg,general waste material discarded,trash
waste_dataset\cardboard\000347.jpg,recycled cardboard box material waste,cardboard
waste_dataset\trash\000001.jpg,mixed garbage non recyclable material,trash
waste_dataset\trash\000393.jpg,general trash item discarded,trash
waste_dataset\paper\000177.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000386.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000340.jpg,old paper document thrown away,paper
waste_dataset\plastic\000161.jpg,plastic bag found in garbage waste,plastic
waste_dataset\cardboard\000244.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\paper\000252.jpg,a crumpled piece of paper waste,paper
waste_dataset\metal\000098.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000063.jpg,general household waste item found,trash
waste_dataset\cardboard\000313.jpg,cardboard material discarded in bin,cardboard
waste_dataset\trash\000357.jpg,mixed waste garbage object found,trash
waste_dataset\plastic\000308.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\paper\000061.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000130.jpg,metal container for recycling bin,metal
waste_dataset\glass\000232.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000097.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000371.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000138.jpg,broken glass item for recycling,glass
waste_dataset\plastic\000291.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\glass\000396.jpg,recycled glass waste object found,glass
waste_dataset\metal\000144.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000313.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\paper\000230.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000065.jpg,general trash item discarded,trash
waste_dataset\glass\000385.jpg,glass container discarded as garbage,glass
waste_dataset\glass\000350.jpg,glass jar or bottle thrown away,glass
waste_dataset\paper\000049.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000280.jpg,white paper material discarded waste,paper
waste_dataset\metal\000214.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000146.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\metal\000175.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000130.jpg,recycled paper material waste object,paper
waste_dataset\plastic\000041.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\plastic\000383.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000085.jpg,plastic waste recycling object found,plastic
waste_dataset\cardboard\000127.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\metal\000049.jpg,a crushed metal can in trash,metal
waste_dataset\plastic\000353.jpg,plastic bag found in garbage waste,plastic
waste_dataset\paper\000076.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\metal\000169.jpg,metal container for recycling bin,metal
waste_dataset\cardboard\000356.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000165.jpg,used tin can discarded as waste,metal
waste_dataset\glass\000254.jpg,a glass bottle found in waste bin,glass
waste_dataset\glass\000399.jpg,recycled glass waste object found,glass
waste_dataset\paper\000250.jpg,white paper material discarded waste,paper
waste_dataset\metal\000146.jpg,steel or aluminum waste object,metal
waste_dataset\metal\000395.jpg,steel or aluminum waste object,metal
waste_dataset\trash\000038.jpg,general household waste item found,trash
waste_dataset\cardboard\000141.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000218.jpg,cardboard material discarded in bin,cardboard
waste_dataset\trash\000376.jpg,mixed waste garbage object found,trash
waste_dataset\plastic\000382.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000135.jpg,mixed garbage non recyclable material,trash
waste_dataset\trash\000327.jpg,household garbage thrown away,trash
waste_dataset\paper\000212.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000023.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000283.jpg,clear glass waste material in trash,glass
waste_dataset\metal\000319.jpg,empty metal can thrown away,metal
waste_dataset\paper\000228.jpg,used newspaper or paper in trash bin,paper
waste_dataset\metal\000033.jpg,recycled metal can garbage item found,metal
waste_dataset\paper\000220.jpg,recycled paper material waste object,paper
waste_dataset\cardboard\000011.jpg,empty cardboard box thrown away,cardboard
waste_dataset\trash\000408.jpg,general trash item discarded,trash
waste_dataset\trash\000274.jpg,non recyclable waste object in bin,trash
waste_dataset\plastic\000027.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000044.jpg,a crumpled piece of paper waste,paper
waste_dataset\glass\000326.jpg,glass jar or bottle thrown away,glass
waste_dataset\glass\000198.jpg,clear glass waste material in trash,glass
waste_dataset\plastic\000060.jpg,discarded plastic material waste item,plastic
waste_dataset\paper\000223.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\cardboard\000130.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000005.jpg,steel or aluminum waste object,metal
waste_dataset\cardboard\000324.jpg,empty cardboard box thrown away,cardboard
waste_dataset\plastic\000025.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000370.jpg,household garbage thrown away,trash
waste_dataset\paper\000013.jpg,torn paper piece in waste bin,paper
waste_dataset\trash\000379.jpg,non recyclable waste object in bin,trash
waste_dataset\cardboard\000015.jpg,used cardboard carton for recycling,cardboard
waste_dataset\metal\000109.jpg,used tin can discarded as waste,metal
waste_dataset\cardboard\000216.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\paper\000385.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000271.jpg,plastic bag found in garbage waste,plastic
waste_dataset\metal\000344.jpg,aluminum or steel waste item found,metal
waste_dataset\plastic\000298.jpg,empty plastic bottle waste object,plastic
waste_dataset\paper\000321.jpg,paper waste item found in garbage,paper
waste_dataset\metal\000026.jpg,empty metal can thrown away,metal
waste_dataset\glass\000088.jpg,recycled glass waste object found,glass
waste_dataset\glass\000169.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000196.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000006.jpg,a crumpled piece of paper waste,paper
waste_dataset\cardboard\000289.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000112.jpg,aluminum or steel waste item found,metal
waste_dataset\trash\000268.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000157.jpg,plastic bag found in garbage waste,plastic
waste_dataset\trash\000299.jpg,general household waste item found,trash
waste_dataset\metal\000282.jpg,recycled metal can garbage item found,metal
waste_dataset\trash\000213.jpg,mixed garbage non recyclable material,trash
waste_dataset\glass\000121.jpg,empty glass bottle discarded waste,glass
waste_dataset\cardboard\000157.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\cardboard\000420.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000084.jpg,old metal container waste material,metal
waste_dataset\paper\000402.jpg,recycled paper material waste object,paper
waste_dataset\glass\000049.jpg,glass container discarded as garbage,glass
waste_dataset\paper\000366.jpg,white paper material discarded waste,paper
waste_dataset\paper\000410.jpg,recycled paper material waste object,paper
waste_dataset\paper\000200.jpg,a crumpled piece of paper waste,paper
waste_dataset\glass\000125.jpg,broken glass item for recycling,glass
waste_dataset\metal\000364.jpg,steel or aluminum waste object,metal
waste_dataset\cardboard\000391.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000150.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000230.jpg,general household waste item found,trash
waste_dataset\paper\000404.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000183.jpg,household garbage thrown away,trash
waste_dataset\glass\000392.jpg,glass container discarded as garbage,glass
waste_dataset\trash\000309.jpg,non recyclable waste object in bin,trash
waste_dataset\metal\000168.jpg,aluminum or steel waste item found,metal
waste_dataset\metal\000410.jpg,metal container for recycling bin,metal
waste_dataset\paper\000396.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\glass\000236.jpg,glass container discarded as garbage,glass
waste_dataset\trash\000131.jpg,non recyclable waste object in bin,trash
waste_dataset\cardboard\000143.jpg,used cardboard carton for recycling,cardboard
waste_dataset\trash\000091.jpg,general trash item discarded,trash
waste_dataset\plastic\000158.jpg,plastic waste recycling object found,plastic
waste_dataset\cardboard\000422.jpg,empty cardboard box thrown away,cardboard
waste_dataset\glass\000371.jpg,clear glass waste material in trash,glass
waste_dataset\glass\000187.jpg,broken glass item for recycling,glass
waste_dataset\paper\000047.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000296.jpg,empty cardboard box thrown away,cardboard
waste_dataset\cardboard\000402.jpg,cardboard material discarded in bin,cardboard
waste_dataset\cardboard\000089.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000356.jpg,plastic waste item for recycling,plastic
waste_dataset\trash\000378.jpg,general household waste item found,trash
waste_dataset\cardboard\000132.jpg,empty cardboard box thrown away,cardboard
waste_dataset\paper\000333.jpg,old paper document thrown away,paper
waste_dataset\paper\000322.jpg,a crumpled piece of paper waste,paper
waste_dataset\paper\000430.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000131.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000124.jpg,general household waste item found,trash
waste_dataset\trash\000084.jpg,random waste item in trash bin,trash
waste_dataset\plastic\000335.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\glass\000296.jpg,clear glass waste material in trash,glass
waste_dataset\paper\000043.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\plastic\000099.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\cardboard\000270.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000112.jpg,empty plastic bottle waste object,plastic
waste_dataset\plastic\000379.jpg,plastic bag found in garbage waste,plastic
waste_dataset\paper\000101.jpg,old paper document thrown away,paper
waste_dataset\metal\000079.jpg,metal container for recycling bin,metal
waste_dataset\paper\000371.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000048.jpg,old paper document thrown away,paper
waste_dataset\trash\000055.jpg,random waste item in trash bin,trash
waste_dataset\glass\000159.jpg,recycled glass waste object found,glass
waste_dataset\paper\000353.jpg,paper waste item found in garbage,paper
waste_dataset\trash\000409.jpg,non recyclable waste object in bin,trash
waste_dataset\cardboard\000376.jpg,used cardboard carton for recycling,cardboard
waste_dataset\cardboard\000334.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000188.jpg,discarded plastic material waste item,plastic
waste_dataset\trash\000266.jpg,mixed waste garbage object found,trash
waste_dataset\metal\000280.jpg,steel or aluminum waste object,metal
waste_dataset\paper\000171.jpg,a crumpled piece of paper waste,paper
waste_dataset\metal\000072.jpg,aluminum or steel waste item found,metal
waste_dataset\glass\000348.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000075.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000329.jpg,recycled cardboard box material waste,cardboard
waste_dataset\paper\000071.jpg,recycled paper material waste object,paper
waste_dataset\cardboard\000321.jpg,recycled cardboard box material waste,cardboard
waste_dataset\plastic\000344.jpg,plastic waste recycling object found,plastic
waste_dataset\cardboard\000013.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\metal\000059.jpg,recycled metal can garbage item found,metal
waste_dataset\cardboard\000172.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\cardboard\000261.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\plastic\000197.jpg,empty plastic bottle waste object,plastic
waste_dataset\glass\000261.jpg,glass container discarded as garbage,glass
waste_dataset\metal\000063.jpg,old metal container waste material,metal
waste_dataset\cardboard\000259.jpg,cardboard material discarded in bin,cardboard
waste_dataset\metal\000006.jpg,a crushed metal can in trash,metal
waste_dataset\trash\000219.jpg,random waste item in trash bin,trash
waste_dataset\cardboard\000139.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\paper\000302.jpg,a crumpled piece of paper waste,paper
waste_dataset\cardboard\000320.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000225.jpg,shattered glass piece in garbage bin,glass
waste_dataset\trash\000229.jpg,general trash item discarded,trash
waste_dataset\plastic\000147.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000130.jpg,broken glass item for recycling,glass
waste_dataset\cardboard\000140.jpg,old cardboard packaging garbage item,cardboard
waste_dataset\cardboard\000113.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\glass\000103.jpg,a glass bottle found in waste bin,glass
waste_dataset\cardboard\000225.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\glass\000295.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000237.jpg,general trash item discarded,trash
waste_dataset\trash\000053.jpg,mixed waste garbage object found,trash
waste_dataset\paper\000162.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000326.jpg,used cardboard carton for recycling,cardboard
waste_dataset\paper\000052.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000066.jpg,general household waste item found,trash
waste_dataset\paper\000187.jpg,paper waste item found in garbage,paper
waste_dataset\trash\000089.jpg,general household waste item found,trash
waste_dataset\trash\000165.jpg,random waste item in trash bin,trash
waste_dataset\glass\000286.jpg,empty glass bottle discarded waste,glass
waste_dataset\metal\000008.jpg,aluminum or steel waste item found,metal
waste_dataset\cardboard\000194.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000259.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\glass\000145.jpg,recycled glass waste object found,glass
waste_dataset\metal\000108.jpg,empty metal can thrown away,metal
waste_dataset\glass\000075.jpg,glass container discarded as garbage,glass
waste_dataset\trash\000108.jpg,mixed garbage non recyclable material,trash
waste_dataset\plastic\000128.jpg,plastic bag found in garbage waste,plastic
waste_dataset\glass\000217.jpg,glass jar or bottle thrown away,glass
waste_dataset\cardboard\000004.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\plastic\000316.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000039.jpg,glass container discarded as garbage,glass
waste_dataset\paper\000074.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000006.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\metal\000408.jpg,used tin can discarded as waste,metal
waste_dataset\metal\000081.jpg,metal container for recycling bin,metal
waste_dataset\glass\000119.jpg,recycled glass waste object found,glass
waste_dataset\cardboard\000229.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\metal\000225.jpg,used tin can discarded as waste,metal
waste_dataset\glass\000114.jpg,glass container discarded as garbage,glass
waste_dataset\cardboard\000243.jpg,empty cardboard box thrown away,cardboard
waste_dataset\metal\000060.jpg,a crushed metal can in trash,metal
waste_dataset\trash\000205.jpg,random waste item in trash bin,trash
waste_dataset\metal\000322.jpg,metal container for recycling bin,metal
waste_dataset\plastic\000165.jpg,plastic waste recycling object found,plastic
waste_dataset\plastic\000020.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\trash\000216.jpg,mixed garbage non recyclable material,trash
waste_dataset\metal\000004.jpg,old metal container waste material,metal
waste_dataset\paper\000102.jpg,old paper document thrown away,paper
waste_dataset\trash\000024.jpg,random waste item in trash bin,trash
waste_dataset\plastic\000117.jpg,plastic waste item for recycling,plastic
waste_dataset\paper\000255.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\paper\000334.jpg,paper waste item found in garbage,paper
waste_dataset\cardboard\000277.jpg,used cardboard carton for recycling,cardboard
waste_dataset\glass\000233.jpg,glass container discarded as garbage,glass
waste_dataset\plastic\000159.jpg,plastic bag found in garbage waste,plastic
waste_dataset\trash\000033.jpg,household garbage thrown away,trash
waste_dataset\trash\000275.jpg,household garbage thrown away,trash
waste_dataset\plastic\000192.jpg,plastic waste item for recycling,plastic
waste_dataset\cardboard\000315.jpg,used cardboard carton for recycling,cardboard
waste_dataset\paper\000195.jpg,torn paper piece in waste bin,paper
waste_dataset\paper\000072.jpg,torn paper piece in waste bin,paper
waste_dataset\plastic\000179.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000263.jpg,recycled glass waste object found,glass
waste_dataset\paper\000270.jpg,used newspaper or paper in trash bin,paper
waste_dataset\glass\000184.jpg,a glass bottle found in waste bin,glass
waste_dataset\cardboard\000425.jpg,a flattened cardboard box in trash,cardboard
waste_dataset\paper\000306.jpg,paper sheet thrown in recycling bin,paper
waste_dataset\glass\000166.jpg,clear glass waste material in trash,glass
waste_dataset\trash\000394.jpg,mixed waste garbage object found,trash
waste_dataset\plastic\000284.jpg,plastic packaging thrown in trash bin,plastic
waste_dataset\glass\000194.jpg,recycled glass waste object found,glass
waste_dataset\plastic\000199.jpg,used plastic container discarded waste,plastic
waste_dataset\paper\000222.jpg,used newspaper or paper in trash bin,paper
waste_dataset\paper\000386.jpg,white paper material discarded waste,paper
waste_dataset\cardboard\000228.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000065.jpg,plastic waste recycling object found,plastic
waste_dataset\metal\000331.jpg,aluminum or steel waste item found,metal
waste_dataset\cardboard\000109.jpg,brown cardboard packaging waste material,cardboard
waste_dataset\plastic\000034.jpg,plastic bag found in garbage waste,plastic
waste_dataset\cardboard\000067.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\paper\000146.jpg,old paper document thrown away,paper
waste_dataset\trash\000249.jpg,non recyclable waste object in bin,trash
waste_dataset\cardboard\000025.jpg,corrugated cardboard waste object found,cardboard
waste_dataset\metal\000397.jpg,steel or aluminum waste object,metal
waste_dataset\plastic\000380.jpg,used plastic container discarded waste,plastic
waste_dataset\cardboard\000145.jpg,recycled cardboard box material waste,cardboard
waste_dataset\glass\000108.jpg,glass container discarded as garbage,glass
waste_dataset\glass\000383.jpg,glass jar or bottle thrown away,glass
waste_dataset\trash\000137.jpg,general waste material discarded,trash
waste_dataset\paper\000226.jpg,old paper document thrown away,paper
waste_dataset\cardboard\000086.jpg,recycled cardboard box material waste,cardboard
waste_dataset\metal\000416.jpg,empty metal can thrown away,metal
waste_dataset\plastic\000377.jpg,used plastic container discarded waste,plastic
waste_dataset\plastic\000357.jpg,plastic bag found in garbage waste,plastic
waste_dataset\plastic\000154.jpg,a plastic bottle in garbage bin,plastic
waste_dataset\plastic\000001.jpg,used plastic container discarded waste,plastic
waste_dataset\glass\000056.jpg,clear glass waste material in trash,glass
waste_dataset\paper\000383.jpg,used newspaper or paper in trash bin,paper
waste_dataset\trash\000143.jpg,household garbage thrown away,trash
waste_dataset\trash\000304.jpg,mixed garbage non recyclable material,trash
